Day,Meal,Meal Type,Dish,Ingredients list,Cooking Notes,,,,,,,,,,,,,,
,,,,Peanut Butter,,140 oz,,,,,,,,x,,,,,
,,,,milk dried (see menus),,25 qt dried,,,,,,,,x,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,ALL LUNCHES INCLUDE:,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,CONDIMENTS /  OILS   etc,,,,,,,,,,,,,,,
,,,,Olive Oil,,,,,,,,,,x,,,,,
,,,,Vegtable Oil,,,,,,,,,,x,,,,,
,,,,Balsamic Vinagre,,,,,,,,,,x,,,,,
,,,,Tapatio,,,,,,,,,,x,,,,,
,,,,Siracha,,,,,,,,,,x,,,,,
,,,,white sugar,,,,,,,,,,x,,,,,
,,,,brown sugar,,,,,,,,,,x,,,,,
,,,,honey,,,,,,,,,,x,,,,,
,,,,Dijon Mustard,,,,,,,,,,x,,,,,
,,,,Honey Mustard,,,,,,,,,,x,,,,,
,,,,jam,,,,,,,,,,x,,,,,
,,,,nutella,,,,,,,,,,x,,,,,
,,,,egg replacer,,,,,,,,,,x,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,SPICES & HERBS,,,,,,,,,,,,,,,
,,,,basil,,,,,,,,,,x,,,,,
,,,,cinnamon,,,,,,,,,,x,,,,,
,,,,cumin,,,,,,,,,,x,,,,,
,,,,garlic powder,,,,,,,,,,x,,,,,
,,,,powdered ginger,,,,,,,,,,x,,,,,
,,,,thyme,,,,,,,,,,x,,,,,
,,,,Italian seasoning,,,,,,,,,,x,,,,,
,,,,nutmeg,,,,,,,,,,x,,,,,
,,,,pepper black,,,,,,,,,,x,,,,,
,,,,salt,,,,,,,,,,x,,,,,
,,,,chili powder,,,,,,,,,,x,,,,,
,,,,paprika,,,,,,,,,,x,,,,,
,,,,cocoa powder,,,,,,,,,,x,,,,,
,,,,"chipotle pepper (dried, ground)",,,,,,,,,,x,,,,,
,,,,crushed red pepper,,,,,,,,,,x,,,,,
,,,,coriander,,,,,,,,,,x,,,,,
,,,,turmeric,,,,,,,,,,x,,,,,
,,,,garam masala powder,,,,,,,,,,x,,,,,
